Band,SZA,VZA,RAA,R_atm
B8,80,10,110,0.066
B8,80,10,120,0.066
B8,80,10,130,0.066
B8,80,10,140,0.065
B8,80,10,150,0.065
B8,80,10,160,0.065
B8,80,10,170,0.065
B8,80,10,180,0.065
B8,80,20,0,0.084
B8,80,20,10,0.084
B8,80,20,20,0.083
B8,80,20,30,0.081
B8,80,20,40,0.08
B8,80,20,50,0.078
B8,80,20,60,0.075
B8,80,20,70,0.073
B8,80,20,80,0.072
B8,80,20,90,0.07
B8,80,20,100,0.069
B8,80,20,110,0.069
B8,80,20,120,0.069
B8,80,20,130,0.069
B8,80,20,140,0.069
B8,80,20,150,0.07
B8,80,20,160,0.07
B8,80,20,170,0.07
B8,80,20,180,0.07
B8,80,30,0,0.102
B8,80,30,10,0.101
B8,80,30,20,0.1
B8,80,30,30,0.097
B8,80,30,40,0.093
B8,80,30,50,0.089
B8,80,30,60,0.085
B8,80,30,70,0.082
B8,80,30,80,0.079
B8,80,30,90,0.076
B8,80,30,100,0.075
B8,80,30,110,0.075
B8,80,30,120,0.075
B8,80,30,130,0.076
B8,80,30,140,0.078
B8,80,30,150,0.08
B8,80,30,160,0.081
B8,80,30,170,0.082
B8,80,30,180,0.082
B8,80,40,0,0.128
B8,80,40,10,0.127
B8,80,40,20,0.124
B8,80,40,30,0.119
B8,80,40,40,0.113
B8,80,40,50,0.106
B8,80,40,60,0.1
B8,80,40,70,0.094
B8,80,40,80,0.089
B8,80,40,90,0.086
B8,80,40,100,0.085
B8,80,40,110,0.085
B8,80,40,120,0.087
B8,80,40,130,0.09
B8,80,40,140,0.093
B8,80,40,150,0.097
B8,80,40,160,0.1
B8,80,40,170,0.102
B8,80,40,180,0.103
B8,80,50,0,0.165
B8,80,50,10,0.163
B8,80,50,20,0.158
B8,80,50,30,0.151
B8,80,50,40,0.142
B8,80,50,50,0.131
B8,80,50,60,0.121
B8,80,50,70,0.113
B8,80,50,80,0.106
B8,80,50,90,0.102
B8,80,50,100,0.101
B8,80,50,110,0.102
B8,80,50,120,0.107
B8,80,50,130,0.112
B8,80,50,140,0.119
B8,80,50,150,0.125
B8,80,50,160,0.131
B8,80,50,170,0.134
B8,80,50,180,0.135
B8,80,60,0,0.221
B8,80,60,10,0.219
B8,80,60,20,0.211
B8,80,60,30,0.2
B8,80,60,40,0.186
B8,80,60,50,0.17
B8,80,60,60,0.156
B8,80,60,70,0.143
B8,80,60,80,0.133
B8,80,60,90,0.128
B8,80,60,100,0.128
B8,80,60,110,0.132
B8,80,60,120,0.139
B8,80,60,130,0.15
B8,80,60,140,0.161
B8,80,60,150,0.172
B8,80,60,160,0.181
B8,80,60,170,0.187
B8,80,60,180,0.189
B8,80,70,0,0.319
B8,80,70,10,0.315
B8,80,70,20,0.303
B8,80,70,30,0.286
B8,80,70,40,0.264
B8,80,70,50,0.24
B8,80,70,60,0.217
B8,80,70,70,0.198
B8,80,70,80,0.184
B8,80,70,90,0.178
B8,80,70,100,0.178
B8,80,70,110,0.186
B8,80,70,120,0.2
B8,80,70,130,0.218
B8,80,70,140,0.238
B8,80,70,150,0.257
B8,80,70,160,0.272
B8,80,70,170,0.282
B8,80,70,180,0.286
B8,80,80,0,0.534
B8,80,80,10,0.527
B8,80,80,20,0.507
B8,80,80,30,0.475
B8,80,80,40,0.437
B8,80,80,50,0.396
B8,80,80,60,0.357
B8,80,80,70,0.325
B8,80,80,80,0.303
B8,80,80,90,0.293
B8,80,80,100,0.298
B8,80,80,110,0.315
B8,80,80,120,0.343
B8,80,80,130,0.377
B8,80,80,140,0.415
B8,80,80,150,0.45
B8,80,80,160,0.479
B8,80,80,170,0.498
B8,80,80,180,0.505
B9,0,0,0,0.001
B9,0,0,10,0.001
B9,0,0,20,0.001
B9,0,0,30,0.001
B9,0,0,40,0.001
B9,0,0,50,0.001
B9,0,0,60,0.001
B9,0,0,70,0.001
B9,0,0,80,0.001
B9,0,0,90,0.001
B9,0,0,100,0.001
B9,0,0,110,0.001
B9,0,0,120,0.001
B9,0,0,130,0.001
B9,0,0,140,0.001
B9,0,0,150,0.001
B9,0,0,160,0.001
B9,0,0,170,0.001
B9,0,0,180,0.001
B9,0,10,0,0.001
B9,0,10,10,0.001
B9,0,10,20,0.001
B9,0,10,30,0.001
B9,0,10,40,0.001
B9,0,10,50,0.001
B9,0,10,60,0.001
B9,0,10,70,0.001
B9,0,10,80,0.001
B9,0,10,90,0.001
B9,0,10,100,0.001
B9,0,10,110,0.001
B9,0,10,120,0.001
B9,0,10,130,0.001
B9,0,10,140,0.001
B9,0,10,150,0.001
B9,0,10,160,0.001
B9,0,10,170,0.001
B9,0,10,180,0.001
B9,0,20,0,0.001
B9,0,20,10,0.001
B9,0,20,20,0.001
B9,0,20,30,0.001
B9,0,20,40,0.001
B9,0,20,50,0.001
B9,0,20,60,0.001
B9,0,20,70,0.001
B9,0,20,80,0.001
B9,0,20,90,0.001
B9,0,20,100,0.001
B9,0,20,110,0.001
B9,0,20,120,0.001
B9,0,20,130,0.001
B9,0,20,140,0.001
B9,0,20,150,0.001
B9,0,20,160,0.001
B9,0,20,170,0.001
B9,0,20,180,0.001
B9,0,30,0,0.001
B9,0,30,10,0.001
B9,0,30,20,0.001
B9,0,30,30,0.001
B9,0,30,40,0.001
B9,0,30,50,0.001
B9,0,30,60,0.001
B9,0,30,70,0.001
B9,0,30,80,0.001
B9,0,30,90,0.001
B9,0,30,100,0.001
B9,0,30,110,0.001
B9,0,30,120,0.001
B9,0,30,130,0.001
B9,0,30,140,0.001
B9,0,30,150,0.001
B9,0,30,160,0.001
B9,0,30,170,0.001
B9,0,30,180,0.001
B9,0,40,0,0.001
B9,0,40,10,0.001
B9,0,40,20,0.001
B9,0,40,30,0.001
B9,0,40,40,0.001
B9,0,40,50,0.001
B9,0,40,60,0.001
B9,0,40,70,0.001
B9,0,40,80,0.001
B9,0,40,90,0.001
B9,0,40,100,0.001
B9,0,40,110,0.001
B9,0,40,120,0.001
B9,0,40,130,0.001
B9,0,40,140,0.001
B9,0,40,150,0.001
B9,0,40,160,0.001
B9,0,40,170,0.001
B9,0,40,180,0.001
B9,0,50,0,0.001
B9,0,50,10,0.001
B9,0,50,20,0.001
B9,0,50,30,0.001
B9,0,50,40,0.001
B9,0,50,50,0.001
B9,0,50,60,0.001
B9,0,50,70,0.001
B9,0,50,80,0.001
B9,0,50,90,0.001
B9,0,50,100,0.001
B9,0,50,110,0.001
B9,0,50,120,0.001
B9,0,50,130,0.001
B9,0,50,140,0.001
B9,0,50,150,0.001
B9,0,50,160,0.001
B9,0,50,170,0.001
B9,0,50,180,0.001
B9,0,60,0,0.001
B9,0,60,10,0.001
B9,0,60,20,0.001
B9,0,60,30,0.001
B9,0,60,40,0.001
B9,0,60,50,0.001
B9,0,60,60,0.001
B9,0,60,70,0.001
B9,0,60,80,0.001
B9,0,60,90,0.001
B9,0,60,100,0.001
B9,0,60,110,0.001
B9,0,60,120,0.001
B9,0,60,130,0.001
B9,0,60,140,0.001
B9,0,60,150,0.001
B9,0,60,160,0.001
B9,0,60,170,0.001
B9,0,60,180,0.001
B9,0,70,0,0.002
B9,0,70,10,0.002
B9,0,70,20,0.002
B9,0,70,30,0.002
B9,0,70,40,0.002
B9,0,70,50,0.002
B9,0,70,60,0.002
B9,0,70,70,0.002
B9,0,70,80,0.002
B9,0,70,90,0.002
B9,0,70,100,0.002
B9,0,70,110,0.002
B9,0,70,120,0.002
B9,0,70,130,0.002
B9,0,70,140,0.002
B9,0,70,150,0.002
B9,0,70,160,0.002
B9,0,70,170,0.002
B9,0,70,180,0.002
B9,0,80,0,0.003
B9,0,80,10,0.003
B9,0,80,20,0.003
B9,0,80,30,0.003
B9,0,80,40,0.003
B9,0,80,50,0.003
B9,0,80,60,0.003
B9,0,80,70,0.003
B9,0,80,80,0.003
B9,0,80,90,0.003
B9,0,80,100,0.003
B9,0,80,110,0.003
B9,0,80,120,0.003
B9,0,80,130,0.003
B9,0,80,140,0.003
B9,0,80,150,0.003
B9,0,80,160,0.003
B9,0,80,170,0.003
B9,0,80,180,0.003
B9,10,0,0,0.001
B9,10,0,10,0.001
B9,10,0,20,0.001
B9,10,0,30,0.001
B9,10,0,40,0.001
B9,10,0,50,0.001
B9,10,0,60,0.001
B9,10,0,70,0.001
B9,10,0,80,0.001
B9,10,0,90,0.001
B9,10,0,100,0.001
B9,10,0,110,0.001
B9,10,0,120,0.001
B9,10,0,130,0.001
B9,10,0,140,0.001
B9,10,0,150,0.001
B9,10,0,160,0.001
B9,10,0,170,0.001
B9,10,0,180,0.001
B9,10,10,0,0.001
B9,10,10,10,0.001
B9,10,10,20,0.001
B9,10,10,30,0.001
B9,10,10,40,0.001
B9,10,10,50,0.001
B9,10,10,60,0.001
B9,10,10,70,0.001
B9,10,10,80,0.001
B9,10,10,90,0.001
B9,10,10,100,0.001
B9,10,10,110,0.001
B9,10,10,120,0.001
B9,10,10,130,0.001
B9,10,10,140,0.001
B9,10,10,150,0.001
B9,10,10,160,0.001
B9,10,10,170,0.001
B9,10,10,180,0.001
B9,10,20,0,0.001
B9,10,20,10,0.001
B9,10,20,20,0.001
B9,10,20,30,0.001
B9,10,20,40,0.001
B9,10,20,50,0.001
B9,10,20,60,0.001
B9,10,20,70,0.001
B9,10,20,80,0.001
B9,10,20,90,0.001
B9,10,20,100,0.001
B9,10,20,110,0.001
B9,10,20,120,0.001
B9,10,20,130,0.001
B9,10,20,140,0.001
B9,10,20,150,0.001
B9,10,20,160,0.001
B9,10,20,170,0.001
B9,10,20,180,0.001
B9,10,30,0,0.001
B9,10,30,10,0.001
B9,10,30,20,0.001
B9,10,30,30,0.001
B9,10,30,40,0.001
B9,10,30,50,0.001
B9,10,30,60,0.001
B9,10,30,70,0.001
B9,10,30,80,0.001
B9,10,30,90,0.001
B9,10,30,100,0.001
B9,10,30,110,0.001
B9,10,30,120,0.001
B9,10,30,130,0.001
B9,10,30,140,0.001
B9,10,30,150,0.001
B9,10,30,160,0.001
B9,10,30,170,0.001
B9,10,30,180,0.001
B9,10,40,0,0.001
B9,10,40,10,0.001
B9,10,40,20,0.001
B9,10,40,30,0.001
B9,10,40,40,0.001
B9,10,40,50,0.001
B9,10,40,60,0.001
B9,10,40,70,0.001
B9,10,40,80,0.001
B9,10,40,90,0.001
B9,10,40,100,0.001
B9,10,40,110,0.001
B9,10,40,120,0.001
B9,10,40,130,0.001
B9,10,40,140,0.001
B9,10,40,150,0.001
B9,10,40,160,0.001
B9,10,40,170,0.001
B9,10,40,180,0.001
B9,10,50,0,0.001
B9,10,50,10,0.001
B9,10,50,20,0.001
B9,10,50,30,0.001
B9,10,50,40,0.001
B9,10,50,50,0.001
B9,10,50,60,0.001
B9,10,50,70,0.001
B9,10,50,80,0.001
B9,10,50,90,0.001
B9,10,50,100,0.001
B9,10,50,110,0.001
B9,10,50,120,0.001
B9,10,50,130,0.001
B9,10,50,140,0.001
B9,10,50,150,0.001
B9,10,50,160,0.001
B9,10,50,170,0.001
B9,10,50,180,0.001
B9,10,60,0,0.001
B9,10,60,10,0.001
B9,10,60,20,0.001
B9,10,60,30,0.001
B9,10,60,40,0.001
B9,10,60,50,0.001
B9,10,60,60,0.001
B9,10,60,70,0.001
B9,10,60,80,0.001
B9,10,60,90,0.001
B9,10,60,100,0.001
B9,10,60,110,0.001
B9,10,60,120,0.001
B9,10,60,130,0.001
B9,10,60,140,0.001
B9,10,60,150,0.001
B9,10,60,160,0.001
B9,10,60,170,0.001
B9,10,60,180,0.001
B9,10,70,0,0.002
B9,10,70,10,0.002
B9,10,70,20,0.002
B9,10,70,30,0.002
B9,10,70,40,0.002
B9,10,70,50,0.002
B9,10,70,60,0.002
B9,10,70,70,0.002
B9,10,70,80,0.002
B9,10,70,90,0.002
B9,10,70,100,0.001
B9,10,70,110,0.001
B9,10,70,120,0.001
B9,10,70,130,0.001
B9,10,70,140,0.001
B9,10,70,150,0.001
B9,10,70,160,0.001
B9,10,70,170,0.001
B9,10,70,180,0.001
B9,10,80,0,0.003
B9,10,80,10,0.003
B9,10,80,20,0.003
B9,10,80,30,0.003
B9,10,80,40,0.003
B9,10,80,50,0.003
B9,10,80,60,0.003
B9,10,80,70,0.003
B9,10,80,80,0.003
B9,10,80,90,0.003
B9,10,80,100,0.003
B9,10,80,110,0.003
B9,10,80,120,0.003
B9,10,80,130,0.003
B9,10,80,140,0.003
B9,10,80,150,0.003
B9,10,80,160,0.003
B9,10,80,170,0.003
B9,10,80,180,0.003
B9,20,0,0,0.001
B9,20,0,10,0.001
B9,20,0,20,0.001
B9,20,0,30,0.001
B9,20,0,40,0.001
B9,20,0,50,0.001
B9,20,0,60,0.001
B9,20,0,70,0.001
B9,20,0,80,0.001
B9,20,0,90,0.001
B9,20,0,100,0.001
B9,20,0,110,0.001
B9,20,0,120,0.001
B9,20,0,130,0.001
B9,20,0,140,0.001
B9,20,0,150,0.001
B9,20,0,160,0.001
B9,20,0,170,0.001
B9,20,0,180,0.001
B9,20,10,0,0.001
B9,20,10,10,0.001
B9,20,10,20,0.001
B9,20,10,30,0.001
B9,20,10,40,0.001
B9,20,10,50,0.001
B9,20,10,60,0.001
B9,20,10,70,0.001
B9,20,10,80,0.001
B9,20,10,90,0.001
B9,20,10,100,0.001
B9,20,10,110,0.001
B9,20,10,120,0.001
B9,20,10,130,0.001
B9,20,10,140,0.001
B9,20,10,150,0.001
B9,20,10,160,0.001
B9,20,10,170,0.001
B9,20,10,180,0.001
B9,20,20,0,0.001
B9,20,20,10,0.001
B9,20,20,20,0.001
B9,20,20,30,0.001
B9,20,20,40,0.001
B9,20,20,50,0.001
B9,20,20,60,0.001
B9,20,20,70,0.001
B9,20,20,80,0.001
B9,20,20,90,0.001
B9,20,20,100,0.001
B9,20,20,110,0.001
B9,20,20,120,0.001
B9,20,20,130,0.001
B9,20,20,140,0.001
B9,20,20,150,0.001
B9,20,20,160,0.001
B9,20,20,170,0.001
B9,20,20,180,0.001
B9,20,30,0,0.001
B9,20,30,10,0.001
B9,20,30,20,0.001
B9,20,30,30,0.001
B9,20,30,40,0.001
B9,20,30,50,0.001
B9,20,30,60,0.001
B9,20,30,70,0.001
B9,20,30,80,0.001
B9,20,30,90,0.001
B9,20,30,100,0.001
B9,20,30,110,0.001
B9,20,30,120,0.001
B9,20,30,130,0.001
B9,20,30,140,0.001
B9,20,30,150,0.001
B9,20,30,160,0.001
B9,20,30,170,0.001
B9,20,30,180,0.001
B9,20,40,0,0.001
B9,20,40,10,0.001
B9,20,40,20,0.001
B9,20,40,30,0.001
B9,20,40,40,0.001
B9,20,40,50,0.001
B9,20,40,60,0.001
B9,20,40,70,0.001
B9,20,40,80,0.001
B9,20,40,90,0.001
B9,20,40,100,0.001
B9,20,40,110,0.001
B9,20,40,120,0.001
B9,20,40,130,0.001
B9,20,40,140,0.001
B9,20,40,150,0.001
B9,20,40,160,0.001
B9,20,40,170,0.001
B9,20,40,180,0.001
B9,20,50,0,0.001
B9,20,50,10,0.001
B9,20,50,20,0.001
B9,20,50,30,0.001
B9,20,50,40,0.001
B9,20,50,50,0.001
B9,20,50,60,0.001
B9,20,50,70,0.001
B9,20,50,80,0.001
B9,20,50,90,0.001
B9,20,50,100,0.001
B9,20,50,110,0.001
B9,20,50,120,0.001
B9,20,50,130,0.001
B9,20,50,140,0.001
B9,20,50,150,0.001
B9,20,50,160,0.001
B9,20,50,170,0.001
B9,20,50,180,0.001
B9,20,60,0,0.002
B9,20,60,10,0.002
B9,20,60,20,0.002
B9,20,60,30,0.001
B9,20,60,40,0.001
B9,20,60,50,0.001
B9,20,60,60,0.001
B9,20,60,70,0.001
B9,20,60,80,0.001
B9,20,60,90,0.001
B9,20,60,100,0.001
B9,20,60,110,0.001
B9,20,60,120,0.001
B9,20,60,130,0.001
B9,20,60,140,0.001
B9,20,60,150,0.001
B9,20,60,160,0.001
B9,20,60,170,0.001
B9,20,60,180,0.001
B9,20,70,0,0.002
B9,20,70,10,0.002
B9,20,70,20,0.002
B9,20,70,30,0.002
B9,20,70,40,0.002
B9,20,70,50,0.002
B9,20,70,60,0.002
B9,20,70,70,0.002
B9,20,70,80,0.002
B9,20,70,90,0.002
B9,20,70,100,0.002
B9,20,70,110,0.002
B9,20,70,120,0.001
B9,20,70,130,0.001
B9,20,70,140,0.001
B9,20,70,150,0.001
B9,20,70,160,0.001
B9,20,70,170,0.001
B9,20,70,180,0.001
B9,20,80,0,0.003
B9,20,80,10,0.003
B9,20,80,20,0.003
B9,20,80,30,0.003
B9,20,80,40,0.003
B9,20,80,50,0.003
B9,20,80,60,0.003
B9,20,80,70,0.003
B9,20,80,80,0.003
B9,20,80,90,0.003
B9,20,80,100,0.003
B9,20,80,110,0.003
B9,20,80,120,0.003
B9,20,80,130,0.003
B9,20,80,140,0.003
B9,20,80,150,0.003
B9,20,80,160,0.003
B9,20,80,170,0.003
B9,20,80,180,0.003
B9,30,0,0,0.001
B9,30,0,10,0.001
B9,30,0,20,0.001
B9,30,0,30,0.001
B9,30,0,40,0.001
B9,30,0,50,0.001
B9,30,0,60,0.001
B9,30,0,70,0.001
B9,30,0,80,0.001
B9,30,0,90,0.001
B9,30,0,100,0.001
B9,30,0,110,0.001
B9,30,0,120,0.001
B9,30,0,130,0.001
B9,30,0,140,0.001
B9,30,0,150,0.001
B9,30,0,160,0.001
B9,30,0,170,0.001
B9,30,0,180,0.001
B9,30,10,0,0.001
B9,30,10,10,0.001
B9,30,10,20,0.001
B9,30,10,30,0.001
B9,30,10,40,0.001
B9,30,10,50,0.001
B9,30,10,60,0.001
B9,30,10,70,0.001
B9,30,10,80,0.001
B9,30,10,90,0.001
B9,30,10,100,0.001
B9,30,10,110,0.001
B9,30,10,120,0.001
B9,30,10,130,0.001
B9,30,10,140,0.001
B9,30,10,150,0.001
B9,30,10,160,0.001
B9,30,10,170,0.001
B9,30,10,180,0.001
B9,30,20,0,0.001
B9,30,20,10,0.001
B9,30,20,20,0.001
B9,30,20,30,0.001
B9,30,20,40,0.001
B9,30,20,50,0.001
B9,30,20,60,0.001
B9,30,20,70,0.001
B9,30,20,80,0.001
B9,30,20,90,0.001
B9,30,20,100,0.001
B9,30,20,110,0.001
B9,30,20,120,0.001
B9,30,20,130,0.001
B9,30,20,140,0.001
B9,30,20,150,0.001
B9,30,20,160,0.001
B9,30,20,170,0.001
B9,30,20,180,0.001
B9,30,30,0,0.001
B9,30,30,10,0.001
B9,30,30,20,0.001
B9,30,30,30,0.001
B9,30,30,40,0.001
B9,30,30,50,0.001
B9,30,30,60,0.001
B9,30,30,70,0.001
B9,30,30,80,0.001
B9,30,30,90,0.001
B9,30,30,100,0.001
B9,30,30,110,0.001
B9,30,30,120,0.001
B9,30,30,130,0.001
B9,30,30,140,0.001
B9,30,30,150,0.001
B9,30,30,160,0.001
B9,30,30,170,0.001
B9,30,30,180,0.001
B9,30,40,0,0.001
B9,30,40,10,0.001
B9,30,40,20,0.001
B9,30,40,30,0.001
B9,30,40,40,0.001
B9,30,40,50,0.001
B9,30,40,60,0.001
B9,30,40,70,0.001
B9,30,40,80,0.001
B9,30,40,90,0.001
B9,30,40,100,0.001
B9,30,40,110,0.001
B9,30,40,120,0.001
B9,30,40,130,0.001
B9,30,40,140,0.001
B9,30,40,150,0.001
B9,30,40,160,0.001
B9,30,40,170,0.001
B9,30,40,180,0.001
B9,30,50,0,0.002
B9,30,50,10,0.002
B9,30,50,20,0.001
B9,30,50,30,0.001
B9,30,50,40,0.001
B9,30,50,50,0.001
B9,30,50,60,0.001
B9,30,50,70,0.001
B9,30,50,80,0.001
B9,30,50,90,0.001
B9,30,50,100,0.001
B9,30,50,110,0.001
B9,30,50,120,0.001
B9,30,50,130,0.001
B9,30,50,140,0.001
B9,30,50,150,0.001
B9,30,50,160,0.001
B9,30,50,170,0.001
B9,30,50,180,0.001
B9,30,60,0,0.002
B9,30,60,10,0.002
B9,30,60,20,0.002
B9,30,60,30,0.002
B9,30,60,40,0.002
B9,30,60,50,0.002
B9,30,60,60,0.001
B9,30,60,70,0.001
B9,30,60,80,0.001
B9,30,60,90,0.001
B9,30,60,100,0.001
B9,30,60,110,0.001
B9,30,60,120,0.001
B9,30,60,130,0.001
B9,30,60,140,0.001
B9,30,60,150,0.001
B9,30,60,160,0.001
B9,30,60,170,0.001
B9,30,60,180,0.001
B9,30,70,0,0.002
B9,30,70,10,0.002
B9,30,70,20,0.002
B9,30,70,30,0.002
B9,30,70,40,0.002
B9,30,70,50,0.002
B9,30,70,60,0.002
B9,30,70,70,0.002
B9,30,70,80,0.002
B9,30,70,90,0.002
B9,30,70,100,0.002
B9,30,70,110,0.002
B9,30,70,120,0.002
B9,30,70,130,0.002
B9,30,70,140,0.002
B9,30,70,150,0.002
B9,30,70,160,0.002
B9,30,70,170,0.002
B9,30,70,180,0.002
B9,30,80,0,0.004
B9,30,80,10,0.004
B9,30,80,20,0.004
B9,30,80,30,0.004
B9,30,80,40,0.004
B9,30,80,50,0.004
B9,30,80,60,0.004
B9,30,80,70,0.003
B9,30,80,80,0.003
B9,30,80,90,0.003
B9,30,80,100,0.003
B9,30,80,110,0.003
B9,30,80,120,0.003
B9,30,80,130,0.003
B9,30,80,140,0.003
B9,30,80,150,0.003
B9,30,80,160,0.003
B9,30,80,170,0.003
B9,30,80,180,0.003
B9,40,0,0,0.001
B9,40,0,10,0.001
B9,40,0,20,0.001
B9,40,0,30,0.001
B9,40,0,40,0.001
B9,40,0,50,0.001
B9,40,0,60,0.001
B9,40,0,70,0.001
B9,40,0,80,0.001
B9,40,0,90,0.001
B9,40,0,100,0.001
B9,40,0,110,0.001
B9,40,0,120,0.001
B9,40,0,130,0.001
B9,40,0,140,0.001
B9,40,0,150,0.001
B9,40,0,160,0.001
B9,40,0,170,0.001
B9,40,0,180,0.001
B9,40,10,0,0.001
B9,40,10,10,0.001
B9,40,10,20,0.001
B9,40,10,30,0.001
B9,40,10,40,0.001
B9,40,10,50,0.001
B9,40,10,60,0.001
B9,40,10,70,0.001
B9,40,10,80,0.001
B9,40,10,90,0.001
B9,40,10,100,0.001
B9,40,10,110,0.001
B9,40,10,120,0.001
B9,40,10,130,0.001
B9,40,10,140,0.001
B9,40,10,150,0.001
B9,40,10,160,0.001
B9,40,10,170,0.001
B9,40,10,180,0.001
B9,40,20,0,0.001
B9,40,20,10,0.001
B9,40,20,20,0.001
B9,40,20,30,0.001
B9,40,20,40,0.001
B9,40,20,50,0.001
B9,40,20,60,0.001
B9,40,20,70,0.001
B9,40,20,80,0.001
B9,40,20,90,0.001
B9,40,20,100,0.001
B9,40,20,110,0.001
B9,40,20,120,0.001
B9,40,20,130,0.001
B9,40,20,140,0.001
B9,40,20,150,0.001
B9,40,20,160,0.001
B9,40,20,170,0.001
B9,40,20,180,0.001
B9,40,30,0,0.001
B9,40,30,10,0.001
B9,40,30,20,0.001
B9,40,30,30,0.001
B9,40,30,40,0.001
B9,40,30,50,0.001
B9,40,30,60,0.001
B9,40,30,70,0.001
B9,40,30,80,0.001
B9,40,30,90,0.001
B9,40,30,100,0.001
B9,40,30,110,0.001
B9,40,30,120,0.001
B9,40,30,130,0.001
B9,40,30,140,0.001
B9,40,30,150,0.001
B9,40,30,160,0.001
B9,40,30,170,0.001
B9,40,30,180,0.001
B9,40,40,0,0.002
B9,40,40,10,0.002
B9,40,40,20,0.002
B9,40,40,30,0.001
B9,40,40,40,0.001
B9,40,40,50,0.001
B9,40,40,60,0.001
B9,40,40,70,0.001
B9,40,40,80,0.001
B9,40,40,90,0.001
B9,40,40,100,0.001
B9,40,40,110,0.001
B9,40,40,120,0.001
B9,40,40,130,0.001
B9,40,40,140,0.001
B9,40,40,150,0.001
B9,40,40,160,0.001
B9,40,40,170,0.001
B9,40,40,180,0.001
B9,40,50,0,0.002
B9,40,50,10,0.002
B9,40,50,20,0.002
B9,40,50,30,0.002
B9,40,50,40,0.002
B9,40,50,50,0.002
B9,40,50,60,0.001
B9,40,50,70,0.001
B9,40,50,80,0.001
B9,40,50,90,0.001
B9,40,50,100,0.001
B9,40,50,110,0.001
B9,40,50,120,0.001
B9,40,50,130,0.001
B9,40,50,140,0.001
B9,40,50,150,0.001
B9,40,50,160,0.001
B9,40,50,170,0.001
B9,40,50,180,0.001
B9,40,60,0,0.002
B9,40,60,10,0.002
B9,40,60,20,0.002
B9,40,60,30,0.002
B9,40,60,40,0.002
B9,40,60,50,0.002
B9,40,60,60,0.002
B9,40,60,70,0.002
B9,40,60,80,0.001
B9,40,60,90,0.001
B9,40,60,100,0.001
B9,40,60,110,0.001
B9,40,60,120,0.001
B9,40,60,130,0.001
B9,40,60,140,0.001
B9,40,60,150,0.001
B9,40,60,160,0.001
B9,40,60,170,0.001
B9,40,60,180,0.001
B9,40,70,0,0.003
B9,40,70,10,0.003
B9,40,70,20,0.003
B9,40,70,30,0.003
B9,40,70,40,0.003
B9,40,70,50,0.002
B9,40,70,60,0.002
B9,40,70,70,0.002
B9,40,70,80,0.002
B9,40,70,90,0.002
B9,40,70,100,0.002
B9,40,70,110,0.002
B9,40,70,120,0.002
B9,40,70,130,0.002
B9,40,70,140,0.002
B9,40,70,150,0.002
B9,40,70,160,0.002
B9,40,70,170,0.002
B9,40,70,180,0.002
B9,40,80,0,0.005
B9,40,80,10,0.005
B9,40,80,20,0.005
B9,40,80,30,0.005
B9,40,80,40,0.005
B9,40,80,50,0.004
B9,40,80,60,0.004
B9,40,80,70,0.004
B9,40,80,80,0.004
B9,40,80,90,0.004
B9,40,80,100,0.003
B9,40,80,110,0.003
B9,40,80,120,0.004
B9,40,80,130,0.004
B9,40,80,140,0.004
B9,40,80,150,0.004
B9,40,80,160,0.004
B9,40,80,170,0.004
B9,40,80,180,0.004
B9,50,0,0,0.001
B9,50,0,10,0.001
B9,50,0,20,0.001
B9,50,0,30,0.001
B9,50,0,40,0.001
B9,50,0,50,0.001
B9,50,0,60,0.001
B9,50,0,70,0.001
B9,50,0,80,0.001
B9,50,0,90,0.001
B9,50,0,100,0.001
B9,50,0,110,0.001
B9,50,0,120,0.001
B9,50,0,130,0.001
B9,50,0,140,0.001
B9,50,0,150,0.001
B9,50,0,160,0.001
B9,50,0,170,0.001
B9,50,0,180,0.001
B9,50,10,0,0.001
B9,50,10,10,0.001
B9,50,10,20,0.001
B9,50,10,30,0.001
B9,50,10,40,0.001
B9,50,10,50,0.001
B9,50,10,60,0.001
B9,50,10,70,0.001
B9,50,10,80,0.001
B9,50,10,90,0.001
B9,50,10,100,0.001
B9,50,10,110,0.001
B9,50,10,120,0.001
B9,50,10,130,0.001
B9,50,10,140,0.001
B9,50,10,150,0.001
B9,50,10,160,0.001
B9,50,10,170,0.001
B9,50,10,180,0.001
B9,50,20,0,0.001
B9,50,20,10,0.001
B9,50,20,20,0.001
B9,50,20,30,0.001
B9,50,20,40,0.001
B9,50,20,50,0.001
B9,50,20,60,0.001
B9,50,20,70,0.001
B9,50,20,80,0.001
B9,50,20,90,0.001
B9,50,20,100,0.001
B9,50,20,110,0.001
B9,50,20,120,0.001
B9,50,20,130,0.001
B9,50,20,140,0.001
B9,50,20,150,0.001
B9,50,20,160,0.001
B9,50,20,170,0.001
B9,50,20,180,0.001
B9,50,30,0,0.002
B9,50,30,10,0.002
B9,50,30,20,0.001
B9,50,30,30,0.001
B9,50,30,40,0.001
B9,50,30,50,0.001
B9,50,30,60,0.001
B9,50,30,70,0.001
B9,50,30,80,0.001
B9,50,30,90,0.001
B9,50,30,100,0.001
B9,50,30,110,0.001
B9,50,30,120,0.001
B9,50,30,130,0.001
B9,50,30,140,0.001
B9,50,30,150,0.001
B9,50,30,160,0.001
B9,50,30,170,0.001
B9,50,30,180,0.001
B9,50,40,0,0.002
B9,50,40,10,0.002
B9,50,40,20,0.002
