Band,SZA,VZA,RAA,R_atm
B5,60,70,60,0.023
B5,60,70,70,0.021
B5,60,70,80,0.019
B5,60,70,90,0.018
B5,60,70,100,0.017
B5,60,70,110,0.018
B5,60,70,120,0.018
B5,60,70,130,0.019
B5,60,70,140,0.021
B5,60,70,150,0.022
B5,60,70,160,0.023
B5,60,70,170,0.024
B5,60,70,180,0.024
B5,60,80,0,0.061
B5,60,80,10,0.06
B5,60,80,20,0.058
B5,60,80,30,0.055
B5,60,80,40,0.051
B5,60,80,50,0.046
B5,60,80,60,0.042
B5,60,80,70,0.038
B5,60,80,80,0.035
B5,60,80,90,0.034
B5,60,80,100,0.034
B5,60,80,110,0.035
B5,60,80,120,0.037
B5,60,80,130,0.04
B5,60,80,140,0.043
B5,60,80,150,0.047
B5,60,80,160,0.049
B5,60,80,170,0.051
B5,60,80,180,0.052
B5,70,0,0,0.01
B5,70,0,10,0.01
B5,70,0,20,0.01
B5,70,0,30,0.01
B5,70,0,40,0.01
B5,70,0,50,0.01
B5,70,0,60,0.01
B5,70,0,70,0.01
B5,70,0,80,0.01
B5,70,0,90,0.01
B5,70,0,100,0.01
B5,70,0,110,0.01
B5,70,0,120,0.01
B5,70,0,130,0.01
B5,70,0,140,0.01
B5,70,0,150,0.01
B5,70,0,160,0.01
B5,70,0,170,0.01
B5,70,0,180,0.01
B5,70,10,0,0.011
B5,70,10,10,0.011
B5,70,10,20,0.011
B5,70,10,30,0.011
B5,70,10,40,0.011
B5,70,10,50,0.01
B5,70,10,60,0.01
B5,70,10,70,0.01
B5,70,10,80,0.01
B5,70,10,90,0.01
B5,70,10,100,0.01
B5,70,10,110,0.009
B5,70,10,120,0.009
B5,70,10,130,0.009
B5,70,10,140,0.009
B5,70,10,150,0.009
B5,70,10,160,0.009
B5,70,10,170,0.009
B5,70,10,180,0.009
B5,70,20,0,0.013
B5,70,20,10,0.013
B5,70,20,20,0.013
B5,70,20,30,0.012
B5,70,20,40,0.012
B5,70,20,50,0.012
B5,70,20,60,0.011
B5,70,20,70,0.011
B5,70,20,80,0.01
B5,70,20,90,0.01
B5,70,20,100,0.01
B5,70,20,110,0.01
B5,70,20,120,0.009
B5,70,20,130,0.009
B5,70,20,140,0.009
B5,70,20,150,0.009
B5,70,20,160,0.009
B5,70,20,170,0.009
B5,70,20,180,0.009
B5,70,30,0,0.016
B5,70,30,10,0.015
B5,70,30,20,0.015
B5,70,30,30,0.015
B5,70,30,40,0.014
B5,70,30,50,0.013
B5,70,30,60,0.013
B5,70,30,70,0.012
B5,70,30,80,0.011
B5,70,30,90,0.011
B5,70,30,100,0.01
B5,70,30,110,0.01
B5,70,30,120,0.01
B5,70,30,130,0.01
B5,70,30,140,0.01
B5,70,30,150,0.01
B5,70,30,160,0.01
B5,70,30,170,0.01
B5,70,30,180,0.01
B5,70,40,0,0.019
B5,70,40,10,0.019
B5,70,40,20,0.019
B5,70,40,30,0.018
B5,70,40,40,0.017
B5,70,40,50,0.016
B5,70,40,60,0.015
B5,70,40,70,0.014
B5,70,40,80,0.013
B5,70,40,90,0.012
B5,70,40,100,0.012
B5,70,40,110,0.011
B5,70,40,120,0.011
B5,70,40,130,0.012
B5,70,40,140,0.012
B5,70,40,150,0.012
B5,70,40,160,0.012
B5,70,40,170,0.013
B5,70,40,180,0.013
B5,70,50,0,0.025
B5,70,50,10,0.024
B5,70,50,20,0.024
B5,70,50,30,0.022
B5,70,50,40,0.021
B5,70,50,50,0.019
B5,70,50,60,0.018
B5,70,50,70,0.016
B5,70,50,80,0.015
B5,70,50,90,0.014
B5,70,50,100,0.014
B5,70,50,110,0.014
B5,70,50,120,0.014
B5,70,50,130,0.014
B5,70,50,140,0.015
B5,70,50,150,0.016
B5,70,50,160,0.016
B5,70,50,170,0.017
B5,70,50,180,0.017
B5,70,60,0,0.033
B5,70,60,10,0.033
B5,70,60,20,0.031
B5,70,60,30,0.03
B5,70,60,40,0.028
B5,70,60,50,0.025
B5,70,60,60,0.023
B5,70,60,70,0.021
B5,70,60,80,0.019
B5,70,60,90,0.018
B5,70,60,100,0.017
B5,70,60,110,0.018
B5,70,60,120,0.018
B5,70,60,130,0.019
B5,70,60,140,0.021
B5,70,60,150,0.022
B5,70,60,160,0.023
B5,70,60,170,0.024
B5,70,60,180,0.024
B5,70,70,0,0.049
B5,70,70,10,0.048
B5,70,70,20,0.046
B5,70,70,30,0.043
B5,70,70,40,0.04
B5,70,70,50,0.036
B5,70,70,60,0.033
B5,70,70,70,0.029
B5,70,70,80,0.027
B5,70,70,90,0.026
B5,70,70,100,0.025
B5,70,70,110,0.026
B5,70,70,120,0.028
B5,70,70,130,0.03
B5,70,70,140,0.033
B5,70,70,150,0.035
B5,70,70,160,0.037
B5,70,70,170,0.038
B5,70,70,180,0.039
B5,70,80,0,0.092
B5,70,80,10,0.091
B5,70,80,20,0.088
B5,70,80,30,0.082
B5,70,80,40,0.075
B5,70,80,50,0.068
B5,70,80,60,0.061
B5,70,80,70,0.055
B5,70,80,80,0.051
B5,70,80,90,0.049
B5,70,80,100,0.049
B5,70,80,110,0.052
B5,70,80,120,0.056
B5,70,80,130,0.062
B5,70,80,140,0.068
B5,70,80,150,0.074
B5,70,80,160,0.078
B5,70,80,170,0.081
B5,70,80,180,0.082
B5,80,0,0,0.017
B5,80,0,10,0.017
B5,80,0,20,0.017
B5,80,0,30,0.017
B5,80,0,40,0.017
B5,80,0,50,0.017
B5,80,0,60,0.017
B5,80,0,70,0.017
B5,80,0,80,0.017
B5,80,0,90,0.017
B5,80,0,100,0.017
B5,80,0,110,0.017
B5,80,0,120,0.017
B5,80,0,130,0.017
B5,80,0,140,0.017
B5,80,0,150,0.017
B5,80,0,160,0.017
B5,80,0,170,0.017
B5,80,0,180,0.017
B5,80,10,0,0.019
B5,80,10,10,0.019
B5,80,10,20,0.019
B5,80,10,30,0.019
B5,80,10,40,0.018
B5,80,10,50,0.018
B5,80,10,60,0.018
B5,80,10,70,0.018
B5,80,10,80,0.018
B5,80,10,90,0.017
B5,80,10,100,0.017
B5,80,10,110,0.017
B5,80,10,120,0.017
B5,80,10,130,0.017
B5,80,10,140,0.017
B5,80,10,150,0.017
B5,80,10,160,0.017
B5,80,10,170,0.017
B5,80,10,180,0.017
B5,80,20,0,0.022
B5,80,20,10,0.022
B5,80,20,20,0.022
B5,80,20,30,0.021
B5,80,20,40,0.021
B5,80,20,50,0.02
B5,80,20,60,0.02
B5,80,20,70,0.019
B5,80,20,80,0.019
B5,80,20,90,0.018
B5,80,20,100,0.018
B5,80,20,110,0.018
B5,80,20,120,0.018
B5,80,20,130,0.018
B5,80,20,140,0.018
B5,80,20,150,0.018
B5,80,20,160,0.018
B5,80,20,170,0.018
B5,80,20,180,0.018
B5,80,30,0,0.027
B5,80,30,10,0.027
B5,80,30,20,0.026
B5,80,30,30,0.025
B5,80,30,40,0.024
B5,80,30,50,0.023
B5,80,30,60,0.022
B5,80,30,70,0.021
B5,80,30,80,0.02
B5,80,30,90,0.02
B5,80,30,100,0.019
B5,80,30,110,0.019
B5,80,30,120,0.02
B5,80,30,130,0.02
B5,80,30,140,0.02
B5,80,30,150,0.021
B5,80,30,160,0.021
B5,80,30,170,0.021
B5,80,30,180,0.021
B5,80,40,0,0.034
B5,80,40,10,0.034
B5,80,40,20,0.033
B5,80,40,30,0.031
B5,80,40,40,0.03
B5,80,40,50,0.028
B5,80,40,60,0.026
B5,80,40,70,0.024
B5,80,40,80,0.023
B5,80,40,90,0.022
B5,80,40,100,0.022
B5,80,40,110,0.022
B5,80,40,120,0.023
B5,80,40,130,0.023
B5,80,40,140,0.024
B5,80,40,150,0.025
B5,80,40,160,0.026
B5,80,40,170,0.027
B5,80,40,180,0.027
B5,80,50,0,0.044
B5,80,50,10,0.044
B5,80,50,20,0.042
B5,80,50,30,0.04
B5,80,50,40,0.038
B5,80,50,50,0.035
B5,80,50,60,0.032
B5,80,50,70,0.029
B5,80,50,80,0.028
B5,80,50,90,0.026
B5,80,50,100,0.026
B5,80,50,110,0.027
B5,80,50,120,0.028
B5,80,50,130,0.029
B5,80,50,140,0.031
B5,80,50,150,0.033
B5,80,50,160,0.035
B5,80,50,170,0.036
B5,80,50,180,0.036
B5,80,60,0,0.061
B5,80,60,10,0.06
B5,80,60,20,0.058
B5,80,60,30,0.055
B5,80,60,40,0.051
B5,80,60,50,0.046
B5,80,60,60,0.042
B5,80,60,70,0.038
B5,80,60,80,0.035
B5,80,60,90,0.034
B5,80,60,100,0.034
B5,80,60,110,0.035
B5,80,60,120,0.037
B5,80,60,130,0.04
B5,80,60,140,0.043
B5,80,60,150,0.047
B5,80,60,160,0.049
B5,80,60,170,0.051
B5,80,60,180,0.052
B5,80,70,0,0.092
B5,80,70,10,0.091
B5,80,70,20,0.088
B5,80,70,30,0.082
B5,80,70,40,0.075
B5,80,70,50,0.068
B5,80,70,60,0.061
B5,80,70,70,0.055
B5,80,70,80,0.051
B5,80,70,90,0.049
B5,80,70,100,0.049
B5,80,70,110,0.052
B5,80,70,120,0.056
B5,80,70,130,0.062
B5,80,70,140,0.068
B5,80,70,150,0.074
B5,80,70,160,0.078
B5,80,70,170,0.081
B5,80,70,180,0.082
B5,80,80,0,0.181
B5,80,80,10,0.178
B5,80,80,20,0.171
B5,80,80,30,0.16
B5,80,80,40,0.146
B5,80,80,50,0.131
B5,80,80,60,0.117
B5,80,80,70,0.106
B5,80,80,80,0.098
B5,80,80,90,0.094
B5,80,80,100,0.096
B5,80,80,110,0.102
B5,80,80,120,0.112
B5,80,80,130,0.125
B5,80,80,140,0.138
B5,80,80,150,0.151
B5,80,80,160,0.161
B5,80,80,170,0.168
B5,80,80,180,0.171
B6,0,0,0,0
B6,0,0,10,0
B6,0,0,20,0
B6,0,0,30,0
B6,0,0,40,0
B6,0,0,50,0
B6,0,0,60,0
B6,0,0,70,0
B6,0,0,80,0
B6,0,0,90,0
B6,0,0,100,0
B6,0,0,110,0
B6,0,0,120,0
B6,0,0,130,0
B6,0,0,140,0
B6,0,0,150,0
B6,0,0,160,0
B6,0,0,170,0
B6,0,0,180,0
B6,0,10,0,0
B6,0,10,10,0
B6,0,10,20,0
B6,0,10,30,0
B6,0,10,40,0
B6,0,10,50,0
B6,0,10,60,0
B6,0,10,70,0
B6,0,10,80,0
B6,0,10,90,0
B6,0,10,100,0
B6,0,10,110,0
B6,0,10,120,0
B6,0,10,130,0
B6,0,10,140,0
B6,0,10,150,0
B6,0,10,160,0
B6,0,10,170,0
B6,0,10,180,0
B6,0,20,0,0
B6,0,20,10,0
B6,0,20,20,0
B6,0,20,30,0
B6,0,20,40,0
B6,0,20,50,0
B6,0,20,60,0
B6,0,20,70,0
B6,0,20,80,0
B6,0,20,90,0
B6,0,20,100,0
B6,0,20,110,0
B6,0,20,120,0
B6,0,20,130,0
B6,0,20,140,0
B6,0,20,150,0
B6,0,20,160,0
B6,0,20,170,0
B6,0,20,180,0
B6,0,30,0,0
B6,0,30,10,0
B6,0,30,20,0
B6,0,30,30,0
B6,0,30,40,0
B6,0,30,50,0
B6,0,30,60,0
B6,0,30,70,0
B6,0,30,80,0
B6,0,30,90,0
B6,0,30,100,0
B6,0,30,110,0
B6,0,30,120,0
B6,0,30,130,0
B6,0,30,140,0
B6,0,30,150,0
B6,0,30,160,0
B6,0,30,170,0
B6,0,30,180,0
B6,0,40,0,0
B6,0,40,10,0
B6,0,40,20,0
B6,0,40,30,0
B6,0,40,40,0
B6,0,40,50,0
B6,0,40,60,0
B6,0,40,70,0
B6,0,40,80,0
B6,0,40,90,0
B6,0,40,100,0
B6,0,40,110,0
B6,0,40,120,0
B6,0,40,130,0
B6,0,40,140,0
B6,0,40,150,0
B6,0,40,160,0
B6,0,40,170,0
B6,0,40,180,0
B6,0,50,0,0.001
B6,0,50,10,0.001
B6,0,50,20,0.001
B6,0,50,30,0.001
B6,0,50,40,0.001
B6,0,50,50,0.001
B6,0,50,60,0.001
B6,0,50,70,0.001
B6,0,50,80,0.001
B6,0,50,90,0.001
B6,0,50,100,0.001
B6,0,50,110,0.001
B6,0,50,120,0.001
B6,0,50,130,0.001
B6,0,50,140,0.001
B6,0,50,150,0.001
B6,0,50,160,0.001
B6,0,50,170,0.001
B6,0,50,180,0.001
B6,0,60,0,0.001
B6,0,60,10,0.001
B6,0,60,20,0.001
B6,0,60,30,0.001
B6,0,60,40,0.001
B6,0,60,50,0.001
B6,0,60,60,0.001
B6,0,60,70,0.001
B6,0,60,80,0.001
B6,0,60,90,0.001
B6,0,60,100,0.001
B6,0,60,110,0.001
B6,0,60,120,0.001
B6,0,60,130,0.001
B6,0,60,140,0.001
B6,0,60,150,0.001
B6,0,60,160,0.001
B6,0,60,170,0.001
B6,0,60,180,0.001
B6,0,70,0,0.001
B6,0,70,10,0.001
B6,0,70,20,0.001
B6,0,70,30,0.001
B6,0,70,40,0.001
B6,0,70,50,0.001
B6,0,70,60,0.001
B6,0,70,70,0.001
B6,0,70,80,0.001
B6,0,70,90,0.001
B6,0,70,100,0.001
B6,0,70,110,0.001
B6,0,70,120,0.001
B6,0,70,130,0.001
B6,0,70,140,0.001
B6,0,70,150,0.001
B6,0,70,160,0.001
B6,0,70,170,0.001
B6,0,70,180,0.001
B6,0,80,0,0.001
B6,0,80,10,0.001
B6,0,80,20,0.001
B6,0,80,30,0.001
B6,0,80,40,0.001
B6,0,80,50,0.001
B6,0,80,60,0.001
B6,0,80,70,0.001
B6,0,80,80,0.001
B6,0,80,90,0.001
B6,0,80,100,0.001
B6,0,80,110,0.001
B6,0,80,120,0.001
B6,0,80,130,0.001
B6,0,80,140,0.001
B6,0,80,150,0.001
B6,0,80,160,0.001
B6,0,80,170,0.001
B6,0,80,180,0.001
B6,10,0,0,0
B6,10,0,10,0
B6,10,0,20,0
B6,10,0,30,0
B6,10,0,40,0
B6,10,0,50,0
B6,10,0,60,0
B6,10,0,70,0
B6,10,0,80,0
B6,10,0,90,0
B6,10,0,100,0
B6,10,0,110,0
B6,10,0,120,0
B6,10,0,130,0
B6,10,0,140,0
B6,10,0,150,0
B6,10,0,160,0
B6,10,0,170,0
B6,10,0,180,0
B6,10,10,0,0
B6,10,10,10,0
B6,10,10,20,0
B6,10,10,30,0
B6,10,10,40,0
B6,10,10,50,0
B6,10,10,60,0
B6,10,10,70,0
B6,10,10,80,0
B6,10,10,90,0
B6,10,10,100,0
B6,10,10,110,0
B6,10,10,120,0
B6,10,10,130,0
B6,10,10,140,0
B6,10,10,150,0
B6,10,10,160,0
B6,10,10,170,0
B6,10,10,180,0
B6,10,20,0,0
B6,10,20,10,0
B6,10,20,20,0
B6,10,20,30,0
B6,10,20,40,0
B6,10,20,50,0
B6,10,20,60,0
B6,10,20,70,0
B6,10,20,80,0
B6,10,20,90,0
B6,10,20,100,0
B6,10,20,110,0
B6,10,20,120,0
B6,10,20,130,0
B6,10,20,140,0
B6,10,20,150,0
B6,10,20,160,0
B6,10,20,170,0
B6,10,20,180,0
B6,10,30,0,0.001
B6,10,30,10,0.001
B6,10,30,20,0.001
B6,10,30,30,0.001
B6,10,30,40,0.001
B6,10,30,50,0
B6,10,30,60,0
B6,10,30,70,0
B6,10,30,80,0
B6,10,30,90,0
B6,10,30,100,0
B6,10,30,110,0
B6,10,30,120,0
B6,10,30,130,0
B6,10,30,140,0
B6,10,30,150,0
B6,10,30,160,0
B6,10,30,170,0
B6,10,30,180,0
B6,10,40,0,0.001
B6,10,40,10,0.001
B6,10,40,20,0.001
B6,10,40,30,0.001
B6,10,40,40,0.001
B6,10,40,50,0.001
B6,10,40,60,0.001
B6,10,40,70,0.001
B6,10,40,80,0
B6,10,40,90,0
B6,10,40,100,0
B6,10,40,110,0
B6,10,40,120,0
B6,10,40,130,0
B6,10,40,140,0
B6,10,40,150,0
B6,10,40,160,0
B6,10,40,170,0
B6,10,40,180,0
B6,10,50,0,0.001
B6,10,50,10,0.001
B6,10,50,20,0.001
B6,10,50,30,0.001
B6,10,50,40,0.001
B6,10,50,50,0.001
B6,10,50,60,0.001
B6,10,50,70,0.001
B6,10,50,80,0.001
B6,10,50,90,0.001
B6,10,50,100,0.001
B6,10,50,110,0
B6,10,50,120,0
B6,10,50,130,0
B6,10,50,140,0
B6,10,50,150,0
B6,10,50,160,0
B6,10,50,170,0
B6,10,50,180,0
B6,10,60,0,0.001
B6,10,60,10,0.001
B6,10,60,20,0.001
B6,10,60,30,0.001
B6,10,60,40,0.001
B6,10,60,50,0.001
B6,10,60,60,0.001
B6,10,60,70,0.001
B6,10,60,80,0.001
B6,10,60,90,0.001
B6,10,60,100,0.001
B6,10,60,110,0.001
B6,10,60,120,0.001
B6,10,60,130,0.001
B6,10,60,140,0.001
B6,10,60,150,0.001
B6,10,60,160,0.001
B6,10,60,170,0.001
B6,10,60,180,0.001
B6,10,70,0,0.001
B6,10,70,10,0.001
B6,10,70,20,0.001
B6,10,70,30,0.001
B6,10,70,40,0.001
B6,10,70,50,0.001
B6,10,70,60,0.001
B6,10,70,70,0.001
B6,10,70,80,0.001
B6,10,70,90,0.001
B6,10,70,100,0.001
B6,10,70,110,0.001
B6,10,70,120,0.001
B6,10,70,130,0.001
B6,10,70,140,0.001
B6,10,70,150,0.001
B6,10,70,160,0.001
B6,10,70,170,0.001
B6,10,70,180,0.001
B6,10,80,0,0.001
B6,10,80,10,0.001
B6,10,80,20,0.001
B6,10,80,30,0.001
B6,10,80,40,0.001
B6,10,80,50,0.001
B6,10,80,60,0.001
B6,10,80,70,0.001
B6,10,80,80,0.001
B6,10,80,90,0.001
B6,10,80,100,0.001
B6,10,80,110,0.001
B6,10,80,120,0.001
B6,10,80,130,0.001
B6,10,80,140,0.001
B6,10,80,150,0.001
B6,10,80,160,0.001
B6,10,80,170,0.001
B6,10,80,180,0.001
B6,20,0,0,0
B6,20,0,10,0
B6,20,0,20,0
B6,20,0,30,0
B6,20,0,40,0
B6,20,0,50,0
B6,20,0,60,0
B6,20,0,70,0
B6,20,0,80,0
B6,20,0,90,0
B6,20,0,100,0
B6,20,0,110,0
B6,20,0,120,0
B6,20,0,130,0
B6,20,0,140,0
B6,20,0,150,0
B6,20,0,160,0
B6,20,0,170,0
B6,20,0,180,0
B6,20,10,0,0
B6,20,10,10,0
B6,20,10,20,0
B6,20,10,30,0
B6,20,10,40,0
B6,20,10,50,0
B6,20,10,60,0
B6,20,10,70,0
B6,20,10,80,0
B6,20,10,90,0
B6,20,10,100,0
B6,20,10,110,0
B6,20,10,120,0
B6,20,10,130,0
B6,20,10,140,0
B6,20,10,150,0
B6,20,10,160,0
B6,20,10,170,0
B6,20,10,180,0
B6,20,20,0,0.001
B6,20,20,10,0.001
B6,20,20,20,0.001
B6,20,20,30,0.001
B6,20,20,40,0.001
B6,20,20,50,0.001
B6,20,20,60,0
B6,20,20,70,0
B6,20,20,80,0
B6,20,20,90,0
B6,20,20,100,0
B6,20,20,110,0
B6,20,20,120,0
B6,20,20,130,0
B6,20,20,140,0
B6,20,20,150,0
B6,20,20,160,0
B6,20,20,170,0
B6,20,20,180,0
B6,20,30,0,0.001
B6,20,30,10,0.001
B6,20,30,20,0.001
B6,20,30,30,0.001
B6,20,30,40,0.001
B6,20,30,50,0.001
B6,20,30,60,0.001
B6,20,30,70,0.001
B6,20,30,80,0
B6,20,30,90,0
B6,20,30,100,0
B6,20,30,110,0
B6,20,30,120,0
B6,20,30,130,0
B6,20,30,140,0
B6,20,30,150,0
B6,20,30,160,0
B6,20,30,170,0
B6,20,30,180,0
B6,20,40,0,0.001
B6,20,40,10,0.001
B6,20,40,20,0.001
B6,20,40,30,0.001
B6,20,40,40,0.001
B6,20,40,50,0.001
B6,20,40,60,0.001
B6,20,40,70,0.001
B6,20,40,80,0.001
B6,20,40,90,0
B6,20,40,100,0
B6,20,40,110,0
B6,20,40,120,0
B6,20,40,130,0
B6,20,40,140,0
B6,20,40,150,0
B6,20,40,160,0
B6,20,40,170,0
B6,20,40,180,0
B6,20,50,0,0.001
B6,20,50,10,0.001
B6,20,50,20,0.001
B6,20,50,30,0.001
B6,20,50,40,0.001
B6,20,50,50,0.001
B6,20,50,60,0.001
B6,20,50,70,0.001
B6,20,50,80,0.001
B6,20,50,90,0.001
B6,20,50,100,0.001
B6,20,50,110,0
B6,20,50,120,0
B6,20,50,130,0
B6,20,50,140,0
B6,20,50,150,0
B6,20,50,160,0
B6,20,50,170,0
B6,20,50,180,0
B6,20,60,0,0.001
B6,20,60,10,0.001
B6,20,60,20,0.001
B6,20,60,30,0.001
B6,20,60,40,0.001
B6,20,60,50,0.001
B6,20,60,60,0.001
B6,20,60,70,0.001
B6,20,60,80,0.001
B6,20,60,90,0.001
B6,20,60,100,0.001
B6,20,60,110,0.001
B6,20,60,120,0.001
B6,20,60,130,0.001
B6,20,60,140,0.001
B6,20,60,150,0.001
B6,20,60,160,0.001
B6,20,60,170,0.001
B6,20,60,180,0.001
B6,20,70,0,0.001
B6,20,70,10,0.001
B6,20,70,20,0.001
B6,20,70,30,0.001
B6,20,70,40,0.001
B6,20,70,50,0.001
B6,20,70,60,0.001
B6,20,70,70,0.001
B6,20,70,80,0.001
B6,20,70,90,0.001
B6,20,70,100,0.001
B6,20,70,110,0.001
B6,20,70,120,0.001
B6,20,70,130,0.001
B6,20,70,140,0.001
B6,20,70,150,0.001
B6,20,70,160,0.001
B6,20,70,170,0.001
B6,20,70,180,0.001
B6,20,80,0,0.002
B6,20,80,10,0.002
B6,20,80,20,0.002
B6,20,80,30,0.002
B6,20,80,40,0.002
B6,20,80,50,0.002
B6,20,80,60,0.002
B6,20,80,70,0.001
B6,20,80,80,0.001
B6,20,80,90,0.001
B6,20,80,100,0.001
B6,20,80,110,0.001
B6,20,80,120,0.001
B6,20,80,130,0.001
B6,20,80,140,0.001
B6,20,80,150,0.001
B6,20,80,160,0.001
B6,20,80,170,0.001
B6,20,80,180,0.001
B6,30,0,0,0
B6,30,0,10,0
B6,30,0,20,0
B6,30,0,30,0
B6,30,0,40,0
B6,30,0,50,0
B6,30,0,60,0
B6,30,0,70,0
B6,30,0,80,0
B6,30,0,90,0
B6,30,0,100,0
B6,30,0,110,0
B6,30,0,120,0
B6,30,0,130,0
B6,30,0,140,0
B6,30,0,150,0
B6,30,0,160,0
B6,30,0,170,0
B6,30,0,180,0
B6,30,10,0,0.001
B6,30,10,10,0.001
B6,30,10,20,0.001
B6,30,10,30,0.001
B6,30,10,40,0.001
B6,30,10,50,0
B6,30,10,60,0
B6,30,10,70,0
B6,30,10,80,0
B6,30,10,90,0
B6,30,10,100,0
B6,30,10,110,0
B6,30,10,120,0
B6,30,10,130,0
B6,30,10,140,0
B6,30,10,150,0
B6,30,10,160,0
B6,30,10,170,0
B6,30,10,180,0
B6,30,20,0,0.001
B6,30,20,10,0.001
B6,30,20,20,0.001
B6,30,20,30,0.001
B6,30,20,40,0.001
B6,30,20,50,0.001
B6,30,20,60,0.001
B6,30,20,70,0.001
B6,30,20,80,0
B6,30,20,90,0
B6,30,20,100,0
B6,30,20,110,0
B6,30,20,120,0
B6,30,20,130,0
B6,30,20,140,0
B6,30,20,150,0
B6,30,20,160,0
B6,30,20,170,0
B6,30,20,180,0
B6,30,30,0,0.001
B6,30,30,10,0.001
B6,30,30,20,0.001
B6,30,30,30,0.001
B6,30,30,40,0.001
B6,30,30,50,0.001
B6,30,30,60,0.001
B6,30,30,70,0.001
B6,30,30,80,0.001
B6,30,30,90,0
B6,30,30,100,0
B6,30,30,110,0
B6,30,30,120,0
B6,30,30,130,0
B6,30,30,140,0
B6,30,30,150,0
B6,30,30,160,0
B6,30,30,170,0
B6,30,30,180,0
B6,30,40,0,0.001
B6,30,40,10,0.001
B6,30,40,20,0.001
B6,30,40,30,0.001
B6,30,40,40,0.001
B6,30,40,50,0.001
B6,30,40,60,0.001
B6,30,40,70,0.001
B6,30,40,80,0.001
B6,30,40,90,0.001
B6,30,40,100,0
B6,30,40,110,0
B6,30,40,120,0
B6,30,40,130,0
B6,30,40,140,0
B6,30,40,150,0
B6,30,40,160,0
B6,30,40,170,0
B6,30,40,180,0
B6,30,50,0,0.001
B6,30,50,10,0.001
B6,30,50,20,0.001
B6,30,50,30,0.001
B6,30,50,40,0.001
B6,30,50,50,0.001
B6,30,50,60,0.001
B6,30,50,70,0.001
B6,30,50,80,0.001
B6,30,50,90,0.001
B6,30,50,100,0.001
B6,30,50,110,0
B6,30,50,120,0
B6,30,50,130,0
B6,30,50,140,0
B6,30,50,150,0
B6,30,50,160,0
B6,30,50,170,0
B6,30,50,180,0
B6,30,60,0,0.001
B6,30,60,10,0.001
B6,30,60,20,0.001
B6,30,60,30,0.001
B6,30,60,40,0.001
B6,30,60,50,0.001
B6,30,60,60,0.001
B6,30,60,70,0.001
B6,30,60,80,0.001
B6,30,60,90,0.001
B6,30,60,100,0.001
B6,30,60,110,0.001
B6,30,60,120,0.001
B6,30,60,130,0.001
B6,30,60,140,0.001
B6,30,60,150,0.001
B6,30,60,160,0.001
B6,30,60,170,0.001
B6,30,60,180,0.001
B6,30,70,0,0.001
B6,30,70,10,0.001
B6,30,70,20,0.001
B6,30,70,30,0.001
B6,30,70,40,0.001
B6,30,70,50,0.001
B6,30,70,60,0.001
B6,30,70,70,0.001
B6,30,70,80,0.001
B6,30,70,90,0.001
B6,30,70,100,0.001
B6,30,70,110,0.001
B6,30,70,120,0.001
B6,30,70,130,0.001
B6,30,70,140,0.001
B6,30,70,150,0.001
B6,30,70,160,0.001
B6,30,70,170,0.001
B6,30,70,180,0.001
B6,30,80,0,0.002
B6,30,80,10,0.002
B6,30,80,20,0.002
B6,30,80,30,0.002
B6,30,80,40,0.002
B6,30,80,50,0.002
B6,30,80,60,0.002
B6,30,80,70,0.002
B6,30,80,80,0.002
B6,30,80,90,0.002
B6,30,80,100,0.002
B6,30,80,110,0.002
B6,30,80,120,0.002
B6,30,80,130,0.002
B6,30,80,140,0.002
B6,30,80,150,0.002
B6,30,80,160,0.002
B6,30,80,170,0.002
B6,30,80,180,0.002
B6,40,0,0,0
B6,40,0,10,0
B6,40,0,20,0
B6,40,0,30,0
B6,40,0,40,0
B6,40,0,50,0
B6,40,0,60,0
B6,40,0,70,0
B6,40,0,80,0
B6,40,0,90,0
B6,40,0,100,0
B6,40,0,110,0
B6,40,0,120,0
B6,40,0,130,0
B6,40,0,140,0
B6,40,0,150,0
B6,40,0,160,0
B6,40,0,170,0
B6,40,0,180,0
B6,40,10,0,0.001
B6,40,10,10,0.001
B6,40,10,20,0.001
B6,40,10,30,0.001
B6,40,10,40,0.001
B6,40,10,50,0.001
B6,40,10,60,0.001
B6,40,10,70,0.001
B6,40,10,80,0
B6,40,10,90,0
B6,40,10,100,0
B6,40,10,110,0
B6,40,10,120,0
B6,40,10,130,0
B6,40,10,140,0
B6,40,10,150,0
B6,40,10,160,0
B6,40,10,170,0
B6,40,10,180,0
B6,40,20,0,0.001
B6,40,20,10,0.001
B6,40,20,20,0.001
B6,40,20,30,0.001
B6,40,20,40,0.001
B6,40,20,50,0.001
B6,40,20,60,0.001
B6,40,20,70,0.001
B6,40,20,80,0.001
B6,40,20,90,0
B6,40,20,100,0
B6,40,20,110,0
B6,40,20,120,0
B6,40,20,130,0
B6,40,20,140,0
B6,40,20,150,0
B6,40,20,160,0
B6,40,20,170,0
B6,40,20,180,0
B6,40,30,0,0.001
B6,40,30,10,0.001
B6,40,30,20,0.001
B6,40,30,30,0.001
B6,40,30,40,0.001
B6,40,30,50,0.001
B6,40,30,60,0.001
B6,40,30,70,0.001
B6,40,30,80,0.001
B6,40,30,90,0.001
B6,40,30,100,0
B6,40,30,110,0
B6,40,30,120,0
B6,40,30,130,0
B6,40,30,140,0
B6,40,30,150,0
B6,40,30,160,0
B6,40,30,170,0
B6,40,30,180,0
